customer_id,churn,age,gender,marital_status,education_level,dependent_count,occupation_type,annual_income,income_band,income_category,city_tier,region,customer_segment,tenure_months,onboarding_channel,relationship_type,number_of_products,primary_account_type,card_category,customer_lifetime_value,loyalty_program_member,referral_count,last_contacted_days,relationship_manager_assigned,avg_monthly_balance,current_balance,balance_decline_percentage,monthly_transaction_count,monthly_transaction_value,cash_withdrawal_count,upi_transaction_count,debit_card_transaction_count,net_banking_transaction_count,account_inactive_days,total_trans_amt,total_trans_count,total_amt_chng_q4_q1,total_ct_chng_q4_q1,avg_open_to_buy,total_revolving_bal,savings_account_flag,current_account_flag,credit_card_flag,personal_loan_flag,home_loan_flag,auto_loan_flag,fixed_deposit_flag,investment_product_flag,insurance_product_flag,demat_account_flag,credit_card_limit,credit_card_spend,credit_utilization_ratio,minimum_due_paid_flag,late_credit_card_payment_count,loan_outstanding_amount,emi_amount,emi_payment_delay_count,loan_default_risk_score,prepayment_flag,mobile_app_login_count,website_login_count,digital_transaction_ratio,last_login_days,failed_login_count,app_rating_given,paperless_statement_enabled,digital_service_usage_score,mobile_banking_active_flag,email_open_rate,total_complaints,complaint_resolution_time,unresolved_complaint_count,branch_visit_count,call_center_interaction_count,relationship_manager_interaction_count,service_request_count,escalation_count,satisfaction_score,nps_score,campaign_received_count,campaign_response_count,cross_sell_offer_count,upsell_offer_count,retention_offer_received,retention_offer_accepted,last_campaign_response_days,discount_or_fee_waiver_received,competitor_bank_offer_awareness,customer_feedback_sentiment,monthly_income_estimate,credit_utilization_3m_avg,credit_utilization_6m_avg,avg_quarterly_balance,total_digital_logins,debt_to_income_ratio,digital_engagement_index
136203,0,40,male,married,graduate,2,self-employed,96647.0,upper-middle,$120k +,tier 2,north,affluent,33,branch,multi-product,6,savings,blue,25041.57,1,3,18,0,9418.0,12378.0,-1.44,6,343.75,7,16,4,6,124,4125,82,0.817,0.822,13808.0,905,1,0,1,0,0,0,1,0,1,0,14713.0,2030.0,0.062,1,2,0.0,0.0,0,60.2,0,18,8,0.788,34,1,2.7,1,60.3,1,0.35,1,7,0,1,1,0,2,0,4.5,31,3,0,2,0,0,0,12,0,not aware,neutral,5811,0.082,0.105,28529.0,26,0.0,51.1
136204,0,47,male,married,high school,3,business owner,77423.0,middle,$60k - $80k,tier 1,south,affluent,41,online,multi-product,2,current,blue,16917.05,0,2,59,0,29453.0,24798.0,2.01,10,720.325,6,18,11,6,119,8644,122,0.658,0.718,2651.0,1556,1,0,1,1,0,0,0,1,0,0,4207.0,4417.0,0.37,0,1,36854.0,743.0,0,44.9,0,19,10,0.854,2,0,3.4,1,62.7,1,0.606,0,0,0,2,3,0,3,0,4.0,38,6,0,1,1,0,0,17,0,low,neutral,7831,0.369,0.422,84665.0,29,0.1152,58.4
136205,0,37,female,single,unknown,2,self-employed,28095.0,low,less than $40k,tier 1,east,mass,19,branch,premium,6,current,blue,3038.48,1,2,4,0,8488.0,10084.0,13.26,5,343.83,8,14,9,5,169,4126,71,1.051,0.972,470.0,1682,0,1,1,0,0,0,0,0,0,0,2152.0,2260.0,0.782,1,0,0.0,0.0,0,21.4,0,22,10,0.778,25,0,3.9,0,50.9,1,0.558,0,0,0,5,2,0,2,0,2.6,90,4,0,5,0,1,0,3,0,medium,positive,2345,0.796,0.713,24855.0,32,0.0,42.5
136206,0,43,female,divorced,uneducated,1,salaried,18139.0,low,less than $40k,tier 2,east,affluent,36,branch,investment,5,savings,blue,3885.05,1,2,13,1,28533.0,22263.0,14.46,6,352.17,6,11,11,5,71,4226,75,0.821,1.143,823.0,1254,1,0,1,0,0,0,1,0,1,0,2077.0,2181.0,0.604,0,0,0.0,0.0,0,54.9,0,14,12,0.818,23,3,3.9,1,56.5,1,0.487,3,3,0,0,3,3,3,0,3.9,28,2,0,2,0,0,0,1,0,not aware,positive,1243,0.554,0.555,87238.0,26,0.0,56.1
136207,0,48,male,married,high school,4,salaried,102475.0,upper-middle,$80k - $120k,tier 2,north,affluent,36,branch,premium,1,savings,blue,17213.21,0,2,15,1,12835.0,10457.0,13.02,8,720.325,9,13,9,7,54,8644,105,0.762,0.875,20206.0,1320,1,1,1,1,0,1,1,1,0,0,21526.0,4931.5,0.061,1,1,42398.0,1708.0,0,43.0,0,25,5,0.763,10,2,3.9,1,63.2,1,0.279,1,1,0,2,2,2,2,0,3.2,100,4,0,3,0,0,0,76,0,medium,positive,9459,0.091,0.201,38405.0,30,0.2,60.2
136208,0,43,male,married,high school,2,homemaker,62011.0,middle,$60k - $80k,tier 1,north,mass,37,online,multi-product,1,savings,blue,21730.24,1,0,70,0,16119.0,20449.0,1.55,9,720.325,2,11,6,10,110,8644,111,0.749,0.682,553.0,2047,1,0,1,0,0,0,1,1,0,0,2600.0,2730.0,0.787,1,1,0.0,0.0,0,37.4,0,24,8,0.931,8,0,3.4,0,58.9,1,0.502,3,4,0,4,3,0,3,0,3.9,17,3,0,4,1,0,0,45,0,low,neutral,3979,0.761,0.543,48639.0,32,0.0,47.9
136209,1,59,female,single,unknown,2,self-employed,21718.0,low,unknown,tier 3,north,mass,45,dsa,multi-product,1,savings,blue,2401.76,0,0,203,0,5694.0,6663.0,21.85,4,216.17,1,16,7,7,104,2594,48,0.853,0.455,836.0,1885,1,0,1,1,0,0,0,0,0,0,2721.0,1809.0,0.693,0,3,77816.0,1565.0,0,16.5,0,15,9,0.968,80,2,2.4,1,66.3,1,0.172,0,0,0,2,3,0,7,0,1.5,-6,4,0,3,0,0,0,103,0,medium,negative,1311,0.615,0.565,17288.0,24,0.8647,63.8
136210,1,51,female,married,uneducated,3,salaried,62445.0,middle,unknown,tier 1,east,affluent,36,online,multi-product,3,savings,blue,7504.57,1,0,60,0,1350.0,1790.0,14.49,2,97.33,1,9,9,5,117,1168,31,0.839,0.409,3664.0,0,0,0,1,0,1,1,1,0,0,0,3664.0,737.0,0.0,0,1,86717.0,3271.0,2,10.4,0,14,1,0.958,5,1,3.0,0,53.2,1,0.333,1,2,0,1,2,0,4,0,3.5,15,4,0,0,1,0,0,60,0,medium,neutral,5295,0.0,0.0,4050.0,15,0.6286,44.5
136211,0,43,female,married,post-graduate,2,salaried,73170.0,middle,unknown,tier 3,east,hni,36,branch,investment,3,savings,blue,11244.52,1,3,130,0,22965.0,26845.0,0.56,2,113.5,4,22,11,5,93,1362,28,0.476,0.556,18397.0,1759,1,0,1,0,0,1,1,1,1,0,20156.0,812.0,0.087,1,0,17505.0,780.0,0,10.6,0,16,12,0.905,15,0,3.0,1,62.4,1,0.191,1,5,0,3,3,0,0,0,5.0,54,2,0,0,0,0,0,92,0,not aware,positive,6676,0.091,0.297,68814.0,28,0.1279,59.9
136212,0,40,female,divorced,college,3,self-employed,42433.0,lower-middle,unknown,tier 1,south,mass,36,branch,savings only,5,current,blue,8830.76,0,2,111,0,9736.0,9638.0,-11.46,5,304.83,11,13,10,9,67,3658,66,0.483,0.65,6772.0,0,1,1,1,1,0,0,1,0,1,0,6772.0,1815.0,0.0,1,3,86041.0,2665.0,0,1.0,0,10,11,0.744,17,1,3.8,0,39.7,1,0.609,1,1,0,4,4,0,5,0,3.7,43,3,0,3,3,0,0,24,0,not aware,neutral,3089,0.0,0.141,28875.0,21,0.7537,32.1
136213,0,56,male,single,college,1,salaried,97419.0,upper-middle,$80k - $120k,tier 1,east,affluent,36,branch,lending,3,savings,blue,14633.76,1,0,2,0,10897.0,12956.0,-2.09,1,128.25,11,18,6,8,190,1539,17,3.397,3.25,11751.0,0,1,1,1,0,1,0,0,0,0,0,11751.0,693.0,0.0,1,4,70724.0,2529.0,1,11.0,0,30,3,0.744,46,2,3.9,1,63.8,1,0.3,3,6,0,3,0,0,4,0,5.0,100,4,1,3,0,0,0,2,0,medium,positive,8401,0.0,0.107,32400.0,33,0.3115,56.4
136214,0,54,male,single,uneducated,1,retired,144555.5,high,$120k +,tier 1,west,hni,36,mobile app,savings only,5,current,blue,36619.935,1,1,1,1,37807.5,40125.5,14.83,5,326.5,8,16,6,12,40,3918,67,0.452,1.094,22381.5,0,0,0,1,0,0,1,0,1,0,1,23589.5,1997.0,0.0,1,1,113918.0,4787.0,0,48.5,0,23,8,0.81,18,1,3.9,1,63.2,1,0.366,1,4,0,4,2,5,2,0,3.0,-18,3,1,3,2,0,0,36,0,not aware,neutral,21401,0.0,0.053,131770.0,31,0.2911,59.6
136215,0,42,male,married,graduate,1,homemaker,43860.0,lower-middle,$40k - $60k,tier 3,central,mass,34,dsa,savings only,3,savings,silver,12273.36,0,3,121,0,37807.5,40125.5,2.34,8,720.325,3,10,6,5,105,8644,100,0.859,0.754,13702.0,1613,1,0,1,1,0,0,1,1,0,0,15315.0,4931.5,0.105,1,0,173087.5,27427.0,0,16.6,0,15,12,0.875,13,1,3.9,1,59.7,1,0.575,1,1,0,1,2,0,1,0,5.0,2,3,0,1,1,1,0,87,0,medium,neutral,3009,0.166,0.26,245948.0,27,5.0,58.9
136216,0,46,male,married,high school,5,business owner,144555.5,high,$120k +,tier 2,west,affluent,42,branch,lending,1,savings,blue,36619.935,1,1,1,1,9849.0,10582.0,-8.51,8,685.92,4,19,7,8,40,8231,98,0.862,0.556,22381.5,1540,1,0,1,0,0,1,0,0,1,0,23589.5,4287.0,0.047,0,1,49225.0,1677.0,0,52.9,0,18,7,0.895,10,2,3.9,1,64.8,1,0.273,1,6,0,3,3,6,3,0,2.2,33,7,0,0,0,0,0,3,0,high,positive,14593,0.053,0.201,30297.0,25,0.1253,59.0
136217,1,51,male,married,high school,3,business owner,66309.0,middle,$60k - $80k,tier 3,south,affluent,31,referral,premium,3,current,blue,6012.53,0,0,200,0,4268.0,3847.0,13.87,4,169.25,7,11,6,5,117,2031,53,0.47,1.038,8989.0,0,1,0,1,1,1,0,0,0,0,0,8989.0,1530.0,0.0,0,3,28116.0,1238.0,0,44.7,0,16,5,0.759,8,1,4.3,1,55.0,1,0.25,2,3,1,1,3,0,4,0,1.7,4,6,0,1,2,0,0,13,0,high,negative,4938,0.0,0.136,13146.0,21,0.224,52.5
136218,1,43,female,married,unknown,3,salaried,18000.0,low,less than $40k,tier 1,north,mass,36,branch,lending,2,savings,blue,1725.11,0,1,31,0,21755.0,27022.0,23.67,3,127.75,3,13,5,3,77,1533,42,0.061,0.105,1438.0,1002,1,1,1,0,0,0,1,1,1,0,2440.0,680.0,0.411,0,3,0.0,0.0,0,60.4,0,10,5,0.875,12,2,3.7,1,58.8,1,0.177,3,31,1,4,2,0,2,0,1.9,7,6,0,1,0,1,1,365,0,high,positive,1052,0.45,0.388,67422.0,15,0.0,53.6
136219,0,48,female,married,uneducated,2,salaried,86608.0,upper-middle,unknown,tier 1,east,affluent,35,online,investment,2,current,blue,22266.63,0,2,198,1,9233.0,9693.0,-14.01,7,375.33,4,18,10,7,103,4504,90,0.782,0.765,6074.0,0,1,1,1,0,1,0,1,1,0,0,6074.0,3314.0,0.0,1,2,30929.0,1020.0,0,20.2,1,15,8,0.897,12,1,4.0,0,52.2,1,0.455,3,1,0,4,3,4,0,0,5.0,46,3,0,4,1,0,0,10,0,low,positive,8600,0.008,0.031,27820.0,23,0.1413,38.3
136220,1,47,female,married,graduate,2,self-employed,19898.0,low,less than $40k,tier 2,east,affluent,34,online,lending,2,savings,blue,3293.36,0,0,88,0,1047.0,954.0,19.73,3,192.75,5,11,6,9,82,2313,37,0.717,0.321,210.0,2024,1,1,1,0,0,0,0,0,0,0,2234.0,1850.0,0.906,0,0,0.0,0.0,0,53.1,0,17,6,0.839,43,3,3.9,0,50.3,1,0.529,4,1,0,0,2,0,1,0,2.5,24,3,0,2,0,0,0,28,1,high,negative,1416,0.841,0.806,3037.0,23,0.0,37.4
136221,0,49,female,married,uneducated,1,salaried,57640.0,middle,unknown,tier 3,west,affluent,36,online,investment,2,current,blue,8862.51,1,2,7,1,8605.0,7544.0,-5.98,10,720.325,9,20,11,7,119,8644,122,0.602,0.694,17684.0,2162,0,1,1,1,1,1,0,0,0,0,19846.0,4931.5,0.109,1,0,89438.0,3973.0,0,25.4,1,15,6,0.809,15,3,3.9,1,58.6,1,0.454,1,1,0,2,2,10,1,0,5.0,56,5,1,3,1,0,0,16,0,low,negative,4722,0.096,0.174,25964.0,21,0.8271,51.3
136222,1,37,female,married,post-graduate,4,salaried,18000.0,low,less than $40k,tier 3,south,hni,36,online,premium,3,nre/nro,blue,1877.71,1,1,25,0,10862.0,9499.0,13.07,3,175.75,5,16,8,4,101,2109,41,0.497,0.414,1586.0,0,1,0,1,0,0,0,0,0,0,1,1586.0,1475.0,0.0,0,1,0.0,0.0,0,34.9,0,14,5,0.848,25,3,3.9,1,60.3,1,0.386,2,27,0,1,3,0,3,0,3.3,26,3,0,1,0,0,0,365,0,medium,negative,1063,0.0,0.008,31730.0,19,0.0,49.2
136223,0,50,female,married,college,3,salaried,73856.0,middle,unknown,tier 3,east,affluent,44,branch,multi-product,2,current,blue,18262.16,1,1,51,1,12259.0,16309.0,-7.05,7,659.17,5,15,7,10,48,7910,95,0.808,0.557,22381.5,2296,1,0,1,1,0,1,1,0,0,0,23589.5,4931.5,0.093,1,1,49204.0,1845.0,0,1.0,0,16,10,0.865,7,1,3.9,1,62.5,1,0.35,1,1,0,4,3,3,0,0,3.4,36,5,0,3,0,0,0,17,0,not aware,positive,6769,0.114,0.071,35488.0,26,0.2998,49.2
136224,0,46,male,married,unknown,2,salaried,75217.0,middle,$80k - $120k,tier 2,north,affluent,36,branch,savings only,6,savings,blue,23413.29,0,0,9,0,10991.0,8379.0,5.09,4,312.42,9,15,6,9,47,3749,59,0.543,0.686,12639.0,1525,1,0,1,0,0,1,0,0,1,0,14164.0,2588.0,0.108,0,1,12606.0,595.0,0,23.7,1,16,7,0.769,2,3,3.9,1,57.3,1,0.276,1,1,0,2,2,0,2,0,3.8,63,5,1,4,0,1,1,39,1,high,positive,4483,0.125,0.146,32804.0,23,0.0949,49.4
136225,0,43,male,divorced,graduate,3,self-employed,93393.0,upper-middle,$80k - $120k,tier 3,south,mass,36,online,savings only,4,current,blue,21728.22,0,1,21,0,15405.0,17516.0,-4.43,5,335.33,10,19,9,15,46,4024,62,0.705,0.55,3377.0,2129,1,1,1,0,1,0,0,1,1,0,5506.0,3133.0,0.387,1,1,42918.0,1623.0,0,38.2,0,26,11,0.811,11,1,3.0,1,62.6,1,0.467,0,0,0,1,0,0,1,0,5.0,28,1,0,2,2,0,0,17,0,low,negative,7603,0.427,0.471,47867.0,37,0.2085,61.5
136226,0,30,female,single,high school,0,retired,25386.0,low,less than $40k,tier 2,west,affluent,20,dsa,savings only,3,current,blue,3103.02,1,3,55,0,3377.0,4189.0,-1.19,6,394.08,7,13,9,6,103,4729,78,0.693,0.733,1003.0,1109,1,0,1,0,1,0,1,1,0,0,2112.0,1942.0,0.525,1,4,73825.0,2460.0,0,29.3,1,13,11,0.8,16,2,3.9,0,42.9,1,0.416,1,1,0,9,4,0,0,0,3.7,18,4,0,2,1,1,0,49,1,not aware,positive,2016,0.562,0.617,10458.0,24,1.1628,36.6
136227,1,47,female,single,graduate,2,salaried,35405.0,lower-middle,less than $40k,tier 1,west,mass,37,branch,savings only,6,savings,gold,2313.55,0,0,28,0,4847.0,5937.0,3.11,3,192.92,3,9,6,4,66,2315,43,0.494,0.303,14212.0,897,0,0,1,1,0,0,0,0,0,0,15109.0,1194.0,0.059,0,1,99936.0,4284.0,0,41.2,1,22,5,0.864,18,2,2.9,1,64.6,1,0.125,3,44,1,0,1,0,3,0,4.1,-27,4,0,3,3,1,1,143,0,low,negative,3344,0.07,0.134,14151.0,27,1.452,56.1
136228,0,52,male,single,high school,2,salaried,115923.0,upper-middle,$80k - $120k,tier 2,south,hni,40,branch,multi-product,3,savings,silver,36619.935,0,0,31,1,36529.0,38742.0,1.16,1,102.83,7,15,8,8,114,1234,23,1.32,1.875,22381.5,2177,1,1,1,0,0,0,0,0,1,1,23589.5,789.0,0.063,1,2,0.0,0.0,0,40.6,0,18,13,0.816,15,1,3.9,1,58.7,1,0.779,3,7,0,4,3,5,2,0,4.0,83,5,1,3,0,0,0,145,0,not aware,positive,12571,0.077,0.117,108593.0,31,0.0,56.3
136229,0,49,male,married,high school,1,salaried,111786.0,upper-middle,$80k - $120k,tier 2,west,hni,37,mobile app,multi-product,4,salary,silver,34016.04,1,1,27,1,26848.0,29128.0,-8.49,5,327.0,8,17,12,6,93,3924,65,0.698,0.512,22381.5,2386,1,1,1,1,1,0,0,1,1,1,23589.5,2880.0,0.069,1,1,92199.0,3031.0,0,39.5,1,25,9,0.814,10,1,3.9,1,66.7,1,0.518,3,1,0,0,2,4,2,0,2.2,37,2,0,1,2,1,1,61,0,not aware,positive,11567,0.088,0.067,80482.0,34,0.3254,59.6
136230,1,58,male,married,graduate,2,student,45120.0,lower-middle,$40k - $60k,tier 1,east,affluent,48,branch,lending,2,salary,blue,10813.93,1,0,169,1,1588.0,1732.0,12.49,1,49.67,3,13,8,5,94,596,15,0.568,0.5,1847.0,2238,1,1,1,0,1,0,0,0,0,0,4085.0,500.0,0.548,0,2,173087.5,8467.0,1,69.5,0,10,12,0.897,4,3,3.4,1,58.1,1,0.239,3,3,0,3,3,1,5,0,4.3,-23,3,0,2,1,1,0,210,1,high,negative,3232,0.474,0.531,4737.0,22,2.2519,52.2
136231,0,35,female,married,doctorate,4,retired,28269.0,low,less than $40k,tier 1,west,affluent,36,mobile app,premium,3,nre/nro,blue,10176.79,1,1,39,1,10190.0,14108.0,-5.42,6,421.83,6,12,14,7,43,5062,80,0.692,0.818,832.3,606,1,0,1,0,0,1,0,0,0,0,1438.0,1510.0,0.421,1,2,58661.0,2903.0,0,38.8,0,18,8,0.846,24,0,3.9,1,62.1,1,0.52,0,0,0,4,3,4,4,0,3.8,50,3,0,0,2,0,0,41,0,not aware,positive,2367,0.409,0.446,29424.0,26,1.2323,59.6
136232,0,37,male,married,post-graduate,3,salaried,41200.0,lower-middle,$40k - $60k,tier 3,north,affluent,28,dsa,multi-product,4,savings,blue,10076.86,1,1,1,0,3773.0,5102.0,12.22,10,720.325,6,13,8,11,37,8644,120,0.654,0.739,2944.0,701,1,0,1,0,1,1,1,0,0,0,3645.0,3827.0,0.192,1,1,55394.0,2477.0,0,22.0,0,19,11,0.842,14,1,3.9,0,51.9,1,0.534,1,1,0,3,2,0,2,0,3.7,35,3,0,3,0,0,0,68,0,low,positive,2563,0.183,0.212,11338.0,30,0.7215,43.4
136233,0,50,female,married,unknown,4,self-employed,31374.0,lower-middle,less than $40k,tier 1,central,mass,45,branch,savings only,4,current,blue,6400.57,1,1,69,0,8804.0,10312.0,9.79,5,370.92,6,12,9,13,53,4451,65,0.783,0.711,733.0,755,1,0,1,1,0,0,0,0,1,0,1488.0,1562.0,0.507,0,3,119756.0,3281.0,2,1.0,0,28,13,0.85,6,2,5.0,0,56.7,1,0.327,1,1,0,1,4,0,2,0,3.3,43,8,0,0,1,0,0,5,0,low,positive,2773,0.564,0.38,25354.0,41,1.2549,45.9
136234,0,50,male,married,graduate,4,self-employed,44016.0,lower-middle,$40k - $60k,tier 1,south,mass,38,mobile app,multi-product,6,savings,blue,13241.56,1,0,111,0,31615.0,37812.0,11.2,5,310.83,5,14,6,4,103,3730,66,0.836,0.941,1692.0,1153,1,0,1,1,0,0,1,0,1,0,2845.0,2779.0,0.405,0,0,56532.0,1157.0,0,44.5,0,23,7,0.828,18,1,3.9,1,67.6,1,0.71,0,0,0,5,3,0,1,0,5.0,34,2,0,1,2,0,0,2,0,low,positive,3036,0.332,0.254,91585.0,30,0.3154,57.6
136235,1,53,female,married,unknown,2,business owner,21659.0,low,less than $40k,tier 1,north,mass,33,dsa,investment,2,salary,blue,2742.32,0,1,146,1,8047.0,7912.0,20.85,2,68.08,5,17,5,9,94,817,30,0.993,0.667,342.0,2517,0,1,1,0,0,0,1,0,1,0,2859.0,500.0,0.88,0,0,0.0,0.0,0,47.2,0,14,2,0.861,17,2,4.5,1,59.4,1,0.118,5,4,1,0,3,1,4,0,3.5,69,5,0,5,0,1,0,37,1,high,negative,1599,0.84,0.75,24568.0,16,0.0,53.1
136236,0,44,male,married,unknown,4,student,144555.5,high,$120k +,tier 2,central,hni,31,online,multi-product,4,current,blue,36619.935,1,2,28,1,29172.0,25394.0,8.06,3,132.83,5,14,8,9,104,1594,43,0.669,1.15,22381.5,1197,1,1,1,0,1,0,1,0,1,1,23589.5,729.0,0.035,1,0,167294.0,6406.0,0,10.8,0,11,16,0.861,26,2,3.9,1,56.4,1,0.612,1,3,0,2,4,5,0,0,2.7,12,4,0,2,1,0,0,16,0,low,negative,16341,0.056,0.036,88420.0,27,0.4502,56.7
136237,1,37,female,married,unknown,3,salaried,27081.0,low,less than $40k,tier 1,north,mass,17,branch,multi-product,3,salary,blue,1579.52,0,0,193,1,11068.0,10057.0,5.93,2,170.83,3,11,6,4,40,2050,32,0.697,0.524,394.0,1074,1,1,1,0,0,0,0,0,1,0,1468.0,1363.0,0.732,0,5,0.0,0.0,0,55.0,0,16,5,0.875,13,2,2.3,1,59.3,1,0.096,0,0,0,1,3,0,4,0,1.6,22,5,0,2,1,0,0,104,0,high,negative,2219,0.765,0.638,33682.0,21,0.0,59.4
136238,0,42,male,single,unknown,4,salaried,82068.0,upper-middle,$80k - $120k,tier 1,west,affluent,32,dsa,multi-product,6,current,blue,12377.55,1,1,62,0,9885.0,9646.0,-2.21,6,354.42,6,6,13,10,100,4253,73,0.833,0.78,6547.0,713,1,1,1,1,0,0,0,0,1,0,7260.0,2956.0,0.098,1,1,94629.0,2898.0,0,54.9,0,17,11,0.829,16,1,3.9,1,60.4,1,0.422,1,1,0,0,5,0,1,0,4.2,33,2,0,4,1,0,0,72,0,low,positive,5565,0.153,0.191,30656.0,28,0.4237,61.1
136239,0,38,male,single,high school,3,salaried,140316.0,high,$120k +,tier 3,south,hni,27,dsa,multi-product,2,savings,blue,22544.29,1,0,9,1,10489.0,12323.0,-13.57,8,720.325,4,10,13,7,120,8644,106,0.919,0.797,22381.5,0,1,1,1,1,0,0,0,1,0,1,23589.5,4931.5,0.0,1,2,38412.0,1179.0,1,48.2,1,21,10,0.882,9,1,3.9,0,52.0,1,0.557,0,0,0,4,1,4,2,0,4.3,28,6,0,1,0,0,0,11,0,not aware,positive,11378,0.018,0.196,29957.0,31,0.1008,42.6
136240,0,49,male,divorced,college,3,business owner,47278.0,lower-middle,$40k - $60k,tier 2,west,affluent,31,mobile app,savings only,2,savings,blue,12276.21,0,1,16,1,3665.0,4973.0,-10.73,7,416.42,5,17,5,4,94,4997,89,0.758,0.712,963.0,1218,1,0,1,0,0,1,1,1,1,0,2181.0,2213.0,0.558,1,2,32482.0,1396.0,0,62.9,0,19,12,0.839,29,4,3.9,1,60.7,1,0.739,1,3,0,3,1,3,1,0,3.2,100,6,0,4,1,0,0,77,0,medium,negative,3631,0.469,0.492,10843.0,31,0.3543,56.3
136241,0,45,female,single,graduate,4,self-employed,18000.0,low,less than $40k,tier 2,west,mass,40,branch,investment,3,savings,blue,3052.8,1,0,92,0,10784.0,10514.0,-3.58,6,401.0,1,15,9,8,64,4812,77,1.109,0.604,1266.0,844,1,0,1,0,0,0,1,0,1,0,2110.0,2216.0,0.4,1,1,0.0,0.0,0,37.9,0,29,12,0.97,28,1,3.4,0,62.0,1,0.794,1,11,0,1,1,0,2,0,3.9,33,3,0,1,1,0,0,2,1,medium,positive,1162,0.381,0.316,29952.0,41,0.0,54.2
136242,0,64,male,single,college,0,salaried,48875.0,lower-middle,$40k - $60k,tier 1,east,mass,53,mobile app,multi-product,6,savings,blue,11183.42,1,5,8,0,14577.0,17390.0,11.28,5,338.75,7,17,11,8,105,4065,65,0.693,0.711,5455.0,1907,1,0,1,0,0,0,1,0,1,0,7362.0,1705.0,0.259,1,1,0.0,0.0,0,30.6,0,21,10,0.837,15,0,3.9,1,57.9,1,0.407,0,0,0,4,2,0,3,0,4.8,100,3,0,3,2,0,0,10,0,not aware,positive,3941,0.175,0.333,40806.0,31,0.0,59.7
136243,0,40,male,unknown,doctorate,3,homemaker,22751.0,low,less than $40k,tier 1,east,mass,36,branch,multi-product,1,savings,blue,7276.52,1,1,60,0,37807.5,40125.5,-10.61,6,623.25,9,18,12,7,39,7479,83,0.647,0.694,2816.0,1771,1,0,1,0,0,0,0,0,0,1,4587.0,4639.0,0.386,1,1,0.0,0.0,0,55.0,0,16,5,0.804,20,0,3.3,1,55.3,1,0.438,4,1,0,4,3,0,1,0,3.2,63,6,1,3,1,0,0,1,0,low,negative,1717,0.316,0.335,186785.0,21,0.0,61.1
136244,0,51,female,single,graduate,4,self-employed,55507.0,middle,unknown,tier 1,north,affluent,34,branch,multi-product,3,salary,blue,17069.69,0,0,6,0,37807.5,40125.5,2.95,3,130.33,3,13,14,5,51,1564,45,1.116,1.647,9942.0,1279,1,0,1,1,0,0,1,0,1,1,11221.0,1231.0,0.114,1,0,42632.0,1017.0,1,31.7,0,22,13,0.914,16,1,3.9,1,64.4,1,0.512,2,5,0,1,2,0,1,0,3.2,13,2,0,1,0,0,0,35,0,low,positive,4476,0.1,0.106,180660.0,35,0.2199,61.8
136245,0,42,female,single,high school,4,business owner,24351.0,low,less than $40k,tier 1,north,affluent,19,dsa,multi-product,3,savings,blue,2959.0,1,0,31,1,2998.0,3521.0,-4.68,5,315.5,4,20,12,6,80,3786,67,0.676,0.523,1438.3,0,1,0,1,0,0,0,1,1,1,0,1438.0,1510.0,0.0,1,2,0.0,0.0,0,28.7,0,17,5,0.905,4,1,4.8,1,62.0,1,0.595,1,5,0,2,0,7,1,0,3.0,-56,3,0,3,0,0,0,140,0,not aware,positive,1896,0.014,0.0,8987.0,22,0.0,58.6
136246,1,48,male,married,high school,3,salaried,112522.0,upper-middle,$80k - $120k,tier 1,south,hni,42,mobile app,lending,1,current,blue,20671.88,0,0,99,1,2576.0,2868.0,17.1,2,67.08,4,9,8,6,52,805,24,0.688,0.143,9959.0,0,1,0,1,0,0,0,1,0,0,1,9959.0,500.0,0.0,0,3,0.0,0.0,0,36.9,0,15,9,0.852,55,1,3.9,0,49.0,1,0.262,1,1,0,1,3,0,2,0,4.9,29,3,0,4,1,1,0,55,1,high,neutral,11743,0.037,0.027,8182.0,24,0.0,43.3
136247,0,59,female,married,uneducated,0,self-employed,33161.0,lower-middle,less than $40k,tier 2,east,affluent,39,referral,lending,6,savings,blue,10273.32,0,1,69,1,9624.0,10159.0,12.27,4,197.25,6,16,9,3,111,2367,50,1.044,0.786,485.0,1932,1,0,1,0,0,0,0,0,0,0,2417.0,965.0,0.799,1,1,0.0,0.0,0,48.1,0,21,11,0.824,24,1,3.9,1,63.3,1,0.689,5,4,0,3,4,1,2,0,3.4,70,1,0,3,1,0,0,39,0,low,neutral,3020,0.767,0.578,30052.0,32,0.0,58.6
136248,0,53,male,married,uneducated,3,homemaker,58475.0,middle,$40k - $60k,tier 2,west,mass,40,dsa,investment,6,current,blue,19185.93,0,0,3,1,37807.5,39778.0,13.94,4,135.58,3,16,13,6,101,1627,54,0.711,1.077,1884.0,1442,1,1,1,0,0,1,1,0,1,0,3326.0,1035.0,0.434,1,0,33548.0,1346.0,0,37.0,0,21,9,0.921,9,1,4.2,1,64.9,1,0.465,1,13,0,1,3,5,1,0,3.8,71,7,0,2,0,0,0,2,0,low,positive,6062,0.335,0.344,140733.0,30,0.2762,61.7
